20,0
40,0
60,0
80,0
100,1
120,4
140,4
160,5
180,2
200,3
220,1
240,1
260,3
280,0
300,1
320,2
340,0
360,1
380,0
400,1
420,0
440,0
460,2
480,0
499,1
500,68
クリアしたモデル数 : ,32
