20,0
40,0
60,0
80,0
100,10
120,17
140,15
160,7
180,15
200,2
220,6
240,0
260,3
280,3
300,0
320,1
340,0
360,0
380,0
400,1
420,0
440,1
460,0
480,0
499,0
500,19
クリアしたモデル数 : ,81
