20,0
40,0
60,0
80,0
100,1
120,3
140,0
160,6
180,3
200,5
220,4
240,8
260,0
280,0
300,0
320,2
340,2
360,0
380,0
400,1
420,0
440,2
460,0
480,2
500,0
500,61
クリアしたモデル数 : ,39
