20,0
40,0
60,0
80,0
100,0
120,0
140,0
160,0
180,0
200,0
220,0
240,0
260,1
280,0
300,0
320,0
340,0
360,0
380,0
400,0
420,0
440,1
460,0
480,1
500,0
200,97
クリアしたモデル数 : ,3
